epoch,learning_rate,loss,val_loss
0,9.999999747378752e-05,1.4217935800552368,1.4003139734268188
1,9.999999747378752e-05,1.1663600206375122,1.2848308086395264
2,9.999999747378752e-05,1.0715982913970947,1.2198305130004883
3,9.999999747378752e-05,1.01591956615448,1.1316381692886353
4,9.999999747378752e-05,0.973842203617096,1.0945523977279663
5,9.999999747378752e-05,0.944424569606781,1.066615343093872
6,9.999999747378752e-05,0.9241514801979065,1.0482617616653442
7,9.999999747378752e-05,0.9127828478813171,1.0344691276550293
8,9.999999747378752e-05,0.8957540988922119,1.0254817008972168
9,9.999999747378752e-05,0.8905525803565979,1.0080381631851196
10,9.999999747378752e-05,0.8810350298881531,0.9887555837631226
11,9.999999747378752e-05,0.8796651363372803,1.0164427757263184
12,9.999999747378752e-05,0.8733446598052979,0.9956027269363403
13,9.999999747378752e-05,0.8643125295639038,0.9964553713798523
14,4.999999873689376e-05,0.8572848439216614,0.9849464297294617
15,4.999999873689376e-05,0.8584703207015991,0.9692324995994568
16,4.999999873689376e-05,0.8541268110275269,0.9806709885597229
17,4.999999873689376e-05,0.8545923829078674,0.9623182415962219
18,4.999999873689376e-05,0.8541694283485413,0.9697504639625549
19,4.999999873689376e-05,0.8504804372787476,0.9402952194213867
20,4.999999873689376e-05,0.8486131429672241,0.9592883586883545
21,4.999999873689376e-05,0.8500339984893799,0.9593960046768188
22,4.999999873689376e-05,0.8439236879348755,0.9742556810379028
23,2.499999936844688e-05,0.8532670736312866,0.9565909504890442
24,2.499999936844688e-05,0.8426265120506287,0.9476181864738464
25,2.499999936844688e-05,0.8468536138534546,0.9540205001831055
